"respondent_id","persona"
1401,"I am 67 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $60,000 to $74,999. I am a not very strong Republican. I am conservative. I attend religious services more than once a week."
1402,"I am 60 years old. I am female. I am of another race. I am divorced. I had 2 years of college education. My family income is $90,000 to $109,999. I am an independent, close to Republican. I am conservative. I attend religious services 2-3 times a month."
1403,"I am 35 years old. I am male. I am White. I am divorced. I completed high school (12th grade). My family income is $40,000 to $49,999. I am a not very strong Republican. I am slightly conservative. I attend religious services more than once a week."
1404,"I am 43 years old. I am female. I am Black or African American. I have never been married. I had 2 years of college education. My family income is $40,000 to $49,999. I am an independent (neither Democrat nor Republican). I am conservative. I attend religious services every week."
1405,"I am 49 years old. I am female. I am Black or African American. I am separated. I had 3 years of college education. My family income is $1,000 to $2,999. I am a strong Democrat. I am extremely liberal. I attend religious services 2-3 times a month."
1406,"I am 79 years old. I am female. I am Black or African American. I have never been married. I had 2 years of college education. My family income is $22,500 to $24,999. I am a strong Democrat. I am conservative. I attend religious services every week."
1407,"I am 64 years old. I am female. I am Black or African American. I have never been married. I completed high school (12th grade). My family income is $17,500 to $19,999. I am a strong Democrat. I am moderate (middle of the road). I never attend religious services."
1408,"I am 69 years old. I am female. I am Black or African American. I am divorced. I had 1 year of college education. My family income is $35,000 to $39,999. I am a strong Democrat. I am moderate (middle of the road). I attend religious services more than once a week."
1409,"I am 48 years old. I am female. I am Black or African American. I have never been married. I had 1 year of college education. My family income is $40,000 to $49,999. I am an independent (neither Democrat nor Republican). I am slightly liberal. I attend religious services less than once a year."
1410,"I am 21 years old. I am male. I am Black or African American. I have never been married. I completed high school (12th grade). My family income is $25,000 to $29,999. I am an independent (neither Democrat nor Republican). I am slightly liberal. I never attend religious services."
1411,"I am 44 years old. I am female. I am Black or African American. I have never been married. I completed high school (12th grade). My family income is $17,500 to $19,999. I am an independent, close to Democrat. I am moderate (middle of the road). I attend religious services about once or twice a year."
